latitude,longitude,neighbourhood_cleansed,price,availability_90
37.75418395,-122.4065138,Mission,$49.00 ,0
37.75416621,-122.4215336,Mission,$220.00 ,22
37.75850584,-122.4061523,Mission,$100.00 ,0
37.75654875,-122.4220251,Mission,$117.00 ,0
37.76005055,-122.4213524,Mission,$200.00 ,0
37.75949488,-122.4248737,Mission,$162.00 ,77
37.76099687,-122.4131237,Mission,$230.00 ,7
37.75054282,-122.4165585,Mission,$173.00 ,57
37.75628818,-122.4087377,Mission,$600.00 ,0
37.75724642,-122.4093147,Mission,$250.00 ,15
37.74932935,-122.4107925,Mission,$300.00 ,17
37.7513531,-122.4176588,Mission,$189.00 ,80
37.75199246,-122.4042105,Mission,$130.00 ,53
37.76142933,-122.4193501,Mission,$90.00 ,0
37.76652079,-122.4246601,Mission,$95.00 ,8
37.75995514,-122.4241064,Mission,$325.00 ,34
37.75870167,-122.42124,Mission,$119.00 ,44
37.76147949,-122.4157135,Mission,$134.00 ,0
37.75939066,-122.4211674,Mission,$490.00 ,21
37.74961782,-122.4181314,Mission,$140.00 ,90
37.75958581,-122.4100011,Mission,$185.00 ,30
37.75560551,-122.4067193,Mission,$550.00 ,0
37.7505213,-122.4073568,Mission,$113.00 ,37
37.76832743,-122.4250571,Mission,$115.00 ,83
37.76888719,-122.4240599,Mission,$155.00 ,0
37.75134306,-122.4226501,Mission,$45.00 ,0
37.75506955,-122.4168171,Mission,$169.00 ,90
37.7622065,-122.4198954,Mission,$186.00 ,1
37.753852,-122.4111577,Mission,$77.00 ,0
37.76251893,-122.4242846,Mission,$250.00 ,68
37.76531007,-122.4246905,Mission,$235.00 ,0
37.76362666,-122.4253853,Mission,$80.00 ,0
37.7681406,-122.4253676,Mission,$300.00 ,0
37.75866765,-122.42388,Mission,$200.00 ,3
37.76148205,-122.4092539,Mission,$200.00 ,63
37.75399609,-122.4177063,Mission,$125.00 ,52
37.75328433,-122.4118579,Mission,$40.00 ,0
37.75028261,-122.4156194,Mission,$500.00 ,0
37.75813182,-122.4141177,Mission,$79.00 ,0
37.75754497,-122.4201252,Mission,$115.00 ,0
37.76249605,-122.422603,Mission,$575.00 ,14
37.7580424,-122.4211011,Mission,$65.00 ,0
37.75788359,-122.4075305,Mission,"$2,000.00 ",0
37.75456441,-122.4125264,Mission,$51.00 ,0
37.75239754,-122.4244804,Mission,$159.00 ,54
37.76911001,-122.4119345,Mission,$120.00 ,0
37.76862344,-122.4244366,Mission,$100.00 ,45
37.76066203,-122.4208268,Mission,$50.00 ,0
37.75826018,-122.4083304,Mission,$80.00 ,0
37.75596136,-122.4095302,Mission,$75.00 ,0
37.75942336,-122.4075424,Mission,$155.00 ,19
37.75993231,-122.4213667,Mission,$250.00 ,0
37.77021195,-122.4228986,Mission,$55.00 ,0
37.75065685,-122.4234918,Mission,$450.00 ,17
37.74944922,-122.4095556,Mission,$250.00 ,0
37.75375109,-122.4252011,Mission,$150.00 ,0
37.75641542,-122.4128513,Mission,$300.00 ,71
37.76772249,-122.422152,Mission,$170.00 ,0
37.75151485,-122.4245018,Mission,$190.00 ,14
37.75440053,-122.412507,Mission,$230.00 ,68
37.75309747,-122.4199679,Mission,$115.00 ,1
37.75780405,-122.4214434,Mission,$95.00 ,15
37.74970235,-122.4066375,Mission,$90.00 ,61
37.76645745,-122.4253543,Mission,$95.00 ,16
37.75089762,-122.4148136,Mission,$350.00 ,0
37.75110865,-122.4187323,Mission,$130.00 ,9
37.75526258,-122.4249664,Mission,"$4,000.00 ",87
37.75691789,-122.4111644,Mission,$349.00 ,90
37.76096715,-122.4231305,Mission,$115.00 ,55
37.75849371,-122.4157999,Mission,$170.00 ,56
37.74825404,-122.4176816,Mission,$115.00 ,82
37.75267808,-122.4075329,Mission,$133.00 ,67
37.76455721,-122.4239801,Mission,$232.00 ,0
37.751588,-122.4187695,Mission,$100.00 ,16
37.75618418,-122.421447,Mission,$200.00 ,4
37.7569887,-122.4085638,Mission,$450.00 ,88
37.76313587,-122.4079654,Mission,$80.00 ,8
37.74907405,-122.4124016,Mission,$99.00 ,0
37.75083547,-122.4234114,Mission,$145.00 ,12
37.75857822,-122.4222351,Mission,$215.00 ,0
37.75913346,-122.4196755,Mission,$185.00 ,2
37.75746793,-122.4125947,Mission,$350.00 ,89
37.76171887,-122.4234831,Mission,$175.00 ,12
37.76867194,-122.4178576,Mission,$165.00 ,0
37.76379548,-122.425448,Mission,$149.00 ,0
37.77017333,-122.4215716,Mission,$240.00 ,0
37.76025251,-122.4166307,Mission,$206.00 ,55
37.75104087,-122.4186658,Mission,$575.00 ,0
37.76764528,-122.4239505,Mission,$120.00 ,84
37.75122694,-122.4183758,Mission,$74.00 ,0
37.76667538,-122.4170325,Mission,$105.00 ,69
37.76054446,-122.421676,Mission,$59.00 ,34
37.75110161,-122.4241432,Mission,$150.00 ,71
37.76045876,-122.4190438,Mission,$149.00 ,1
37.75311615,-122.4086315,Mission,$100.00 ,0
37.75731078,-122.4095373,Mission,$75.00 ,0
37.75174324,-122.4162526,Mission,$299.00 ,90
37.76777714,-122.4243382,Mission,$68.00 ,16
37.76121341,-122.4086907,Mission,$99.00 ,6
37.75297177,-122.4128058,Mission,$211.00 ,90
37.75833813,-122.4229128,Mission,$125.00 ,3
37.76040329,-122.415501,Mission,$85.00 ,0
37.75753955,-122.4106128,Mission,$97.00 ,72
37.75271742,-122.4093401,Mission,$117.00 ,12
37.76059363,-122.4185532,Mission,$500.00 ,0
37.74851144,-122.4172331,Mission,$65.00 ,0
37.75842278,-122.4119598,Mission,$318.00 ,74
37.75996482,-122.4179394,Mission,$150.00 ,0
37.76403193,-122.4248225,Mission,$75.00 ,0
37.74964663,-122.4175526,Mission,$100.00 ,0
37.76945631,-122.4227033,Mission,$285.00 ,88
37.7682995,-122.4253431,Mission,$375.00 ,0
37.7644722,-122.418478,Mission,$89.00 ,0
37.76896906,-122.4108756,Mission,$150.00 ,61
37.7594018,-122.4181344,Mission,$125.00 ,44
37.75991582,-122.4191283,Mission,$127.00 ,0
37.75446376,-122.4224758,Mission,$75.00 ,7
37.74984557,-122.4239428,Mission,"$1,500.00 ",0
37.7614406,-122.4213018,Mission,$139.00 ,16
37.75327879,-122.4118102,Mission,$69.00 ,0
37.75017197,-122.41734,Mission,$65.00 ,0
37.74936883,-122.4223664,Mission,$110.00 ,0
37.7660067,-122.4183305,Mission,$148.00 ,0
37.74866918,-122.4213935,Mission,$165.00 ,0
37.76864954,-122.42457,Mission,$189.00 ,29
37.76601194,-122.4229685,Mission,$150.00 ,0
37.75845746,-122.4086654,Mission,$250.00 ,12
37.757922,-122.4141182,Mission,$250.00 ,0
37.75877365,-122.4108145,Mission,$120.00 ,0
37.74979106,-122.4087655,Mission,$99.00 ,75
37.76573017,-122.4209976,Mission,$158.00 ,0
37.76058002,-122.4254066,Mission,$100.00 ,64
37.7673056,-122.4254201,Mission,$125.00 ,33
37.75884751,-122.4059452,Mission,$80.00 ,0
37.76845419,-122.4216172,Mission,$69.00 ,86
37.75696962,-122.4076487,Mission,$85.00 ,12
37.74847017,-122.417238,Mission,$200.00 ,9
37.75597989,-122.4152521,Mission,$115.00 ,54
37.77037944,-122.4222524,Mission,$95.00 ,0
37.76725835,-122.4223948,Mission,$194.00 ,60
37.76006538,-122.4186564,Mission,$215.00 ,29
37.75454377,-122.4111001,Mission,$155.00 ,28
37.75469124,-122.4226532,Mission,$800.00 ,0
37.75239589,-122.4129407,Mission,$45.00 ,0
37.7674576,-122.4232362,Mission,$120.00 ,65
37.75796429,-122.4197255,Mission,$150.00 ,0
37.75495392,-122.4168309,Mission,$110.00 ,59
37.76400671,-122.4175282,Mission,$400.00 ,0
37.74991628,-122.4082173,Mission,$135.00 ,13
37.75243517,-122.4152028,Mission,$100.00 ,0
37.75219564,-122.4170061,Mission,$100.00 ,0
37.75465229,-122.4101758,Mission,$200.00 ,2
37.75767012,-122.4174079,Mission,$70.00 ,9
37.75742313,-122.4236494,Mission,$145.00 ,52
37.76374505,-122.4124976,Mission,$180.00 ,0
37.75750508,-122.4235015,Mission,$200.00 ,0
37.76173049,-122.4256579,Mission,"$1,750.00 ",89
37.75522798,-122.4179171,Mission,$450.00 ,90
37.75886312,-122.423116,Mission,$300.00 ,0
37.75631937,-122.404779,Mission,$150.00 ,26
37.74852106,-122.4212581,Mission,$126.00 ,58
37.75574133,-122.4115589,Mission,$100.00 ,0
37.76012321,-122.4250197,Mission,$99.00 ,11
37.75300435,-122.403943,Mission,$85.00 ,62
37.75298744,-122.4242477,Mission,$150.00 ,0
37.77002888,-122.4237134,Mission,$255.00 ,89
37.75112586,-122.4230647,Mission,$150.00 ,43
37.75498191,-122.4193609,Mission,$65.00 ,0
37.75992683,-122.408211,Mission,$300.00 ,0
37.74905921,-122.4182666,Mission,$700.00 ,0
37.7690889,-122.4239827,Mission,$34.00 ,0
37.75695181,-122.4116516,Mission,$240.00 ,62
37.75300727,-122.4040496,Mission,$175.00 ,77
37.75646678,-122.4164391,Mission,$275.00 ,0
37.75349384,-122.4195855,Mission,$600.00 ,62
37.75317766,-122.4244942,Mission,$42.00 ,59
37.76052871,-122.4090437,Mission,$225.00 ,0
37.76108383,-122.425571,Mission,$149.00 ,11
37.76848691,-122.4206638,Mission,$125.00 ,56
37.74981207,-122.4150952,Mission,$50.00 ,9
37.75769932,-122.4200553,Mission,$115.00 ,12
37.75781911,-122.4108124,Mission,$165.00 ,29
37.75603488,-122.4112037,Mission,$500.00 ,82
37.76673598,-122.4240911,Mission,$120.00 ,16
37.74947188,-122.4185612,Mission,$300.00 ,0
37.74923178,-122.4190466,Mission,$80.00 ,18
37.76117256,-122.4190939,Mission,$108.00 ,0
37.7572341,-122.4150385,Mission,$650.00 ,40
37.76873486,-122.4245731,Mission,$100.00 ,37
37.76952227,-122.4228934,Mission,$250.00 ,0
37.75123663,-122.4104629,Mission,$550.00 ,39
37.75862868,-122.4117893,Mission,$126.00 ,87
37.76485673,-122.4251007,Mission,$341.00 ,88
37.74961855,-122.4209382,Mission,$75.00 ,0
37.76867917,-122.4225395,Mission,$275.00 ,16
37.76740115,-122.4224661,Mission,$95.00 ,57
37.75186531,-122.4194602,Mission,$140.00 ,0
37.76097556,-122.4215808,Mission,$199.00 ,0
37.7615163,-122.4082127,Mission,$120.00 ,0
37.76215982,-122.420623,Mission,$200.00 ,0
37.75040546,-122.4110787,Mission,$250.00 ,0
37.75783386,-122.4130874,Mission,$33.00 ,25
37.75908236,-122.418195,Mission,$120.00 ,0
37.75958899,-122.4218546,Mission,$250.00 ,0
37.7532297,-122.4248993,Mission,$300.00 ,0
37.75121152,-122.4077631,Mission,$151.00 ,90
37.76277859,-122.4240051,Mission,$119.00 ,0
37.7501035,-122.414981,Mission,$76.00 ,0
37.75136488,-122.4089685,Mission,$100.00 ,0
37.76070044,-122.4076222,Mission,$98.00 ,36
37.75374293,-122.4034303,Mission,$65.00 ,0
37.76443752,-122.4074289,Mission,$175.00 ,56
37.76724432,-122.4212892,Mission,$79.00 ,29
37.76151096,-122.4220454,Mission,$80.00 ,82
37.76490477,-122.4239036,Mission,$75.00 ,0
37.75023463,-122.4149721,Mission,$52.00 ,0
37.75874295,-122.413272,Mission,$250.00 ,81
37.7615991,-122.4216489,Mission,"$1,000.00 ",0
37.76539394,-122.4183993,Mission,$95.00 ,51
37.77142456,-122.4234505,Mission,"$1,000.00 ",0
37.75967033,-122.4147865,Mission,$325.00 ,0
37.76207429,-122.4063294,Mission,$650.00 ,5
37.75756728,-122.4193947,Mission,$65.00 ,9
37.76847404,-122.4251584,Mission,$125.00 ,85
37.75975848,-122.4071105,Mission,$325.00 ,58
37.75986511,-122.41754,Mission,$75.00 ,0
37.75862522,-122.4196387,Mission,$78.00 ,0
37.77109003,-122.4240191,Mission,$399.00 ,90
37.75708418,-122.4080119,Mission,$207.00 ,13
37.7615023,-122.4211684,Mission,$320.00 ,57
37.76456493,-122.4138323,Mission,$101.00 ,57
37.76317552,-122.4070776,Mission,$99.00 ,56
37.75570083,-122.4232314,Mission,$300.00 ,12
37.7487178,-122.4199096,Mission,$202.00 ,30
37.75608406,-122.4225961,Mission,$71.00 ,21
37.76174179,-122.4175331,Mission,$107.00 ,0
37.75523738,-122.4219086,Mission,$196.00 ,37
37.76239584,-122.4065616,Mission,$70.00 ,9
37.75813893,-122.4143756,Mission,$170.00 ,0
37.75753408,-122.410455,Mission,$225.00 ,58
37.7666713,-122.4239593,Mission,$225.00 ,0
37.76602128,-122.4165001,Mission,$99.00 ,60
37.75503446,-122.4190692,Mission,$65.00 ,0
37.7623101,-122.4197122,Mission,$300.00 ,90
37.74946151,-122.4091694,Mission,$255.00 ,0
37.76299792,-122.4217049,Mission,$95.00 ,0
37.75249635,-122.4099389,Mission,$75.00 ,0
37.76450813,-122.4164842,Mission,$90.00 ,0
37.75420874,-122.4177143,Mission,$105.00 ,0
37.76720776,-122.4171204,Mission,$50.00 ,0
37.75171999,-122.4138625,Mission,$463.00 ,22
37.75559219,-122.4227863,Mission,$195.00 ,77
37.75228981,-122.4159339,Mission,$200.00 ,35
37.76028596,-122.4234149,Mission,$138.00 ,0
37.76649136,-122.4065846,Mission,$120.00 ,0
37.7656085,-122.4200594,Mission,$239.00 ,33
37.75135009,-122.4235024,Mission,$140.00 ,0
37.75315747,-122.4051128,Mission,$195.00 ,0
37.75043561,-122.413185,Mission,$160.00 ,0
37.76635223,-122.4211437,Mission,$129.00 ,0
37.75658265,-122.4169822,Mission,$260.00 ,0
37.76766368,-122.424679,Mission,$200.00 ,64
37.75701828,-122.4212952,Mission,$140.00 ,14
37.75924925,-122.4230581,Mission,$300.00 ,2
37.76264179,-122.4199421,Mission,$168.00 ,0
37.76235785,-122.4238459,Mission,$575.00 ,80
37.76164834,-122.4205553,Mission,$350.00 ,90
37.76563516,-122.4174603,Mission,$135.00 ,68
37.75162534,-122.4177249,Mission,$100.00 ,90
37.76249149,-122.4202518,Mission,$97.00 ,82
37.76746906,-122.4241287,Mission,$139.00 ,25
37.76654759,-122.4225179,Mission,$110.00 ,0
37.76933455,-122.4226493,Mission,$300.00 ,0
37.75522009,-122.4154076,Mission,$120.00 ,0
37.74880339,-122.4210351,Mission,$220.00 ,90
37.76742485,-122.423743,Mission,$110.00 ,0
37.75347337,-122.4193957,Mission,$295.00 ,27
37.7568687,-122.4146032,Mission,$55.00 ,43
37.75366029,-122.4228086,Mission,$219.00 ,27
37.75945121,-122.4233564,Mission,$325.00 ,0
37.7611278,-122.4221764,Mission,$190.00 ,40
37.76130382,-122.4087676,Mission,$75.00 ,0
37.75072511,-122.4149275,Mission,$109.00 ,44
37.76514597,-122.4160758,Mission,$99.00 ,57
37.75029025,-122.4215714,Mission,$160.00 ,87
37.75446574,-122.4209953,Mission,$100.00 ,0
37.75206557,-122.4220245,Mission,$49.00 ,0
37.76346934,-122.4237031,Mission,"$1,200.00 ",0
37.74994293,-122.4172164,Mission,$189.00 ,30
37.76521165,-122.4165293,Mission,$105.00 ,62
37.75015862,-122.4128977,Mission,$195.00 ,56
37.75742589,-122.4085392,Mission,$190.00 ,1
37.76051646,-122.4096362,Mission,$350.00 ,20
37.76728815,-122.4156191,Mission,$65.00 ,44
37.7567545,-122.4092142,Mission,$100.00 ,0
37.76891477,-122.4179894,Mission,$95.00 ,71
37.75912096,-122.4243675,Mission,$200.00 ,64
37.76557474,-122.426239,Mission,$125.00 ,74
37.76998771,-122.4226806,Mission,$245.00 ,3
37.75284831,-122.4215144,Mission,$139.00 ,0
37.76222242,-122.4078375,Mission,$189.00 ,90
37.75649047,-122.4255064,Mission,$250.00 ,0
37.76200238,-122.4205167,Mission,$185.00 ,78
37.7552773,-122.4104774,Mission,$375.00 ,0
37.76992689,-122.4228783,Mission,$118.00 ,0
37.76094674,-122.4209833,Mission,$130.00 ,5
37.76010961,-122.4185262,Mission,$327.00 ,8
37.74874493,-122.4182491,Mission,$80.00 ,61
37.75412286,-122.4062341,Mission,$175.00 ,85
37.75304967,-122.4117532,Mission,$70.00 ,89
37.75548251,-122.4252203,Mission,$61.00 ,0
37.76760458,-122.4189063,Mission,$99.00 ,0
37.76066624,-122.4246374,Mission,$250.00 ,0
37.75514538,-122.4196644,Mission,$135.00 ,70
37.7701263,-122.4216067,Mission,$175.00 ,0
37.76513014,-122.4241644,Mission,$85.00 ,0
37.77082415,-122.4228335,Mission,$325.00 ,0
37.75570344,-122.4115061,Mission,$250.00 ,3
37.75356104,-122.4107865,Mission,$275.00 ,0
37.76830528,-122.420741,Mission,$70.00 ,20
37.75279882,-122.4166892,Mission,$75.00 ,0
37.74994308,-122.4164356,Mission,$250.00 ,0
37.75114043,-122.4078588,Mission,$240.00 ,0
37.76098575,-122.4218298,Mission,$195.00 ,23
37.75717107,-122.409813,Mission,$60.00 ,0
37.75610669,-122.4186619,Mission,$290.00 ,71
37.76510651,-122.4064693,Mission,$66.00 ,0
37.75368076,-122.4205052,Mission,$249.00 ,61
37.75192025,-122.4136513,Mission,$140.00 ,22
37.75176801,-122.4154344,Mission,$160.00 ,47
37.75762489,-122.4193257,Mission,$99.00 ,62
37.75776588,-122.4195127,Mission,$60.00 ,0
37.75628493,-122.4234923,Mission,$150.00 ,90
37.75629056,-122.4251775,Mission,$450.00 ,0
37.76789362,-122.4200106,Mission,$300.00 ,0
37.75815049,-122.4209271,Mission,$175.00 ,0
37.75870508,-122.4092541,Mission,$800.00 ,0
37.75362764,-122.4240429,Mission,$199.00 ,63
37.7531555,-122.4212498,Mission,$950.00 ,90
37.75195465,-122.423666,Mission,$195.00 ,51
37.75277277,-122.4150602,Mission,$120.00 ,0
37.7508266,-122.4107258,Mission,$95.00 ,41
37.76845124,-122.422279,Mission,$129.00 ,71
37.76312154,-122.4258955,Mission,$200.00 ,90
37.75397923,-122.4120546,Mission,$55.00 ,0
37.7509893,-122.4123912,Mission,$180.00 ,1
37.75125908,-122.41959,Mission,$182.00 ,0
37.75442495,-122.4225268,Mission,$450.00 ,0
37.75392028,-122.4250217,Mission,$232.00 ,16
37.76715056,-122.4175619,Mission,$189.00 ,71
37.75725607,-122.4125369,Mission,$110.00 ,27
37.75678598,-122.4117116,Mission,$225.00 ,3
37.76258743,-122.4246365,Mission,$425.00 ,65
37.76181574,-122.4214326,Mission,$199.00 ,37
37.75857146,-122.4090347,Mission,$115.00 ,0
37.76506038,-122.4252117,Mission,$45.00 ,0
37.75465206,-122.4108748,Mission,$99.00 ,0
37.74901877,-122.4248465,Mission,$120.00 ,0
37.7665383,-122.4239299,Mission,$224.00 ,0
37.76022472,-122.4204972,Mission,$155.00 ,0
37.76807164,-122.424595,Mission,$650.00 ,0
37.76512659,-122.4104002,Mission,$100.00 ,89
37.75829739,-122.419475,Mission,$220.00 ,26
37.75870533,-122.4165946,Mission,$375.00 ,0
37.75797189,-122.4096018,Mission,$245.00 ,0
37.76282268,-122.4186276,Mission,$350.00 ,0
37.7592379,-122.4245943,Mission,$95.00 ,60
37.75951725,-122.4219182,Mission,"$1,500.00 ",0
37.75773211,-122.4104305,Mission,$115.00 ,42
37.75653661,-122.419275,Mission,$89.00 ,69
37.76258853,-122.4174764,Mission,$170.00 ,78
37.76055316,-122.4208676,Mission,$190.00 ,40
37.75752397,-122.4146837,Mission,$300.00 ,77
37.75861652,-122.423829,Mission,$450.00 ,0
37.76934355,-122.4228242,Mission,$199.00 ,7
37.74911936,-122.4223903,Mission,$110.00 ,90
37.75282381,-122.4130389,Mission,$165.00 ,28
37.75852755,-122.4238706,Mission,$100.00 ,19
37.76431325,-122.4156947,Mission,$190.00 ,0
37.75471988,-122.4103397,Mission,$350.00 ,67
37.75667816,-122.4147033,Mission,$33.00 ,88
37.75557545,-122.4247407,Mission,$780.00 ,32
37.75659849,-122.414179,Mission,$305.00 ,37
37.75295529,-122.4038429,Mission,$95.00 ,1
37.76907821,-122.4203199,Mission,$89.00 ,34
37.7672784,-122.4223073,Mission,$109.00 ,14
37.75852594,-122.4133371,Mission,$55.00 ,55
37.7671807,-122.4204302,Mission,$135.00 ,4
37.75573674,-122.4108047,Mission,$360.00 ,5
37.75339878,-122.4173487,Mission,$150.00 ,0
37.7593975,-122.4177266,Mission,$100.00 ,82
37.7623415,-122.4152495,Mission,$400.00 ,0
37.76082204,-122.4191647,Mission,$24.00 ,45
37.75065033,-122.4198382,Mission,$225.00 ,12
37.76022146,-122.425508,Mission,$140.00 ,48
37.76662828,-122.4178155,Mission,$128.00 ,0
37.76118152,-122.4191111,Mission,$150.00 ,81
37.75080904,-122.4163747,Mission,$599.00 ,25
37.76999787,-122.4198414,Mission,$180.00 ,61
37.75122573,-122.4236679,Mission,$210.00 ,88
37.75524895,-122.4099138,Mission,$315.00 ,27
37.75442005,-122.4099231,Mission,$89.00 ,0
37.75192598,-122.4217791,Mission,$60.00 ,4
37.75905882,-122.4218547,Mission,$200.00 ,10
37.76134648,-122.4207622,Mission,$115.00 ,39
37.75111378,-122.4133564,Mission,$175.00 ,24
37.76668745,-122.4211264,Mission,$206.00 ,0
37.76120327,-122.4073464,Mission,$449.00 ,6
37.75869748,-122.4110783,Mission,$272.00 ,71
37.76145652,-122.4204264,Mission,$150.00 ,5
37.76099617,-122.4217991,Mission,$245.00 ,0
37.75913995,-122.4100002,Mission,$89.00 ,27
37.77005855,-122.4231424,Mission,$75.00 ,0
37.75917544,-122.4082493,Mission,$58.00 ,18
37.76764592,-122.4196852,Mission,$200.00 ,21
37.76622617,-122.4193958,Mission,$120.00 ,0
37.75604803,-122.4153785,Mission,$45.00 ,0
37.76221383,-122.4203222,Mission,$125.00 ,0
37.75006196,-122.407914,Mission,$85.00 ,45
37.76670376,-122.4182613,Mission,$60.00 ,34
37.75675319,-122.4246655,Mission,$90.00 ,25
37.76346479,-122.4250033,Mission,$145.00 ,45
37.75893796,-122.419015,Mission,$170.00 ,72
37.75808118,-122.4223412,Mission,$275.00 ,0
37.75432765,-122.4101774,Mission,$190.00 ,0
37.7565266,-122.409218,Mission,$65.00 ,4
37.75598698,-122.4221984,Mission,$225.00 ,12
37.76056915,-122.424051,Mission,$195.00 ,0
37.74993523,-122.4145209,Mission,$119.00 ,38
37.75546755,-122.4077818,Mission,$399.00 ,38
37.76588669,-122.4159867,Mission,$95.00 ,90
37.75971732,-122.4216425,Mission,$210.00 ,55
37.76392905,-122.4188655,Mission,$400.00 ,0
37.76034674,-122.4194064,Mission,$110.00 ,60
37.75765004,-122.4135393,Mission,$69.00 ,7
37.75446165,-122.4240245,Mission,$85.00 ,85
37.74996773,-122.4188683,Mission,$230.00 ,33
37.75993508,-122.4205575,Mission,$85.00 ,0
37.74970938,-122.4206154,Mission,$120.00 ,0
37.76753421,-122.4218769,Mission,$89.00 ,57
37.76926225,-122.4239934,Mission,$200.00 ,0
37.76200076,-122.4222852,Mission,$60.00 ,73
37.75145428,-122.4190148,Mission,$80.00 ,0
37.76438703,-122.4110645,Mission,$175.00 ,90
37.76082631,-122.4201035,Mission,$250.00 ,0
37.76229236,-122.4209399,Mission,$125.00 ,0
37.76255532,-122.4216806,Mission,$129.00 ,74
37.76895856,-122.4247186,Mission,$289.00 ,88
37.75338652,-122.4220808,Mission,$180.00 ,55
37.75109863,-122.421503,Mission,$300.00 ,4
37.76140315,-122.416887,Mission,$200.00 ,0
37.75696702,-122.420192,Mission,$135.00 ,32
37.76605143,-122.4206619,Mission,$80.00 ,27
37.76172137,-122.4230352,Mission,$90.00 ,90
37.75740037,-122.4208898,Mission,$100.00 ,0
37.75498966,-122.4073403,Mission,$79.00 ,86
37.76455296,-122.4079509,Mission,$95.00 ,12
37.75593645,-122.4097483,Mission,$499.00 ,11
37.75117506,-122.412172,Mission,$185.00 ,90
37.75818211,-122.4071974,Mission,$575.00 ,3
37.75584484,-122.4087695,Mission,$165.00 ,2
37.76789206,-122.4175331,Mission,"$1,500.00 ",0
37.76015982,-122.4226466,Mission,$285.00 ,16
37.7651071,-122.4220663,Mission,$214.00 ,11
37.76201503,-122.4186318,Mission,$150.00 ,0
37.75673561,-122.4110877,Mission,$295.00 ,0
37.76191229,-122.4234471,Mission,$202.00 ,0
37.75413193,-122.4090766,Mission,$70.00 ,0
37.75395025,-122.4150456,Mission,$95.00 ,0
37.75183432,-122.4182426,Mission,$140.00 ,0
37.75931575,-122.4212085,Mission,$220.00 ,90
37.75002252,-122.414301,Mission,$690.00 ,0
37.74976068,-122.4101228,Mission,$300.00 ,0
37.76222156,-122.4164928,Mission,$100.00 ,2
37.75488841,-122.4102091,Mission,$115.00 ,0
37.75426968,-122.4249502,Mission,$84.00 ,65
37.75541585,-122.4181277,Mission,$150.00 ,0
37.75686656,-122.4162402,Mission,$285.00 ,47
37.75510678,-122.4151479,Mission,$425.00 ,37
37.7538535,-122.4122535,Mission,"$1,200.00 ",88
37.74850779,-122.4196191,Mission,$350.00 ,0
37.75638877,-122.4151231,Mission,$169.00 ,14
37.76050137,-122.4231686,Mission,$195.00 ,0
37.76143174,-122.4206759,Mission,$95.00 ,0
37.76470293,-122.4221973,Mission,$149.00 ,2
37.75564467,-122.4114185,Mission,$172.00 ,14
37.76676462,-122.4192121,Mission,$190.00 ,23
37.77087775,-122.4234898,Mission,$100.00 ,0
37.75418875,-122.4158975,Mission,$290.00 ,54
37.76974154,-122.4238344,Mission,$100.00 ,29
37.75569547,-122.4144864,Mission,$249.00 ,6
37.76478009,-122.4068027,Mission,$95.00 ,0
37.75147569,-122.4091767,Mission,$75.00 ,28
37.75899436,-122.4075427,Mission,$80.00 ,12
37.75504556,-122.4252385,Mission,"$1,400.00 ",6
37.76537968,-122.4145571,Mission,$195.00 ,53
37.76466538,-122.4247075,Mission,$120.00 ,89
37.7564906,-122.4144543,Mission,$90.00 ,0
37.75546545,-122.4089539,Mission,$175.00 ,45
37.75270431,-122.411517,Mission,$210.00 ,24
37.76276674,-122.4238285,Mission,$130.00 ,55
37.75932619,-122.4190707,Mission,$200.00 ,90
37.75221477,-122.4071722,Mission,$69.00 ,0
37.75805135,-122.4225549,Mission,$450.00 ,57
37.76157687,-122.422928,Mission,$160.00 ,0
37.75900265,-122.4213177,Mission,$135.00 ,63
37.75321807,-122.4138641,Mission,$160.00 ,10
37.75979938,-122.4203013,Mission,$250.00 ,2
37.75727525,-122.4084888,Mission,$95.00 ,58
37.75947969,-122.4193283,Mission,$200.00 ,0
37.75827812,-122.4094131,Mission,$90.00 ,0
37.76986546,-122.4255317,Mission,$350.00 ,0
37.76495306,-122.4228439,Mission,$110.00 ,87
37.76515227,-122.4058378,Mission,$125.00 ,62
37.75834501,-122.4117471,Mission,$215.00 ,31
37.76354058,-122.4251715,Mission,$110.00 ,81
37.7631106,-122.4205266,Mission,$462.00 ,89
37.76448974,-122.4245924,Mission,$122.00 ,78
37.75488403,-122.4076996,Mission,$147.00 ,68
37.76805409,-122.4215238,Mission,$150.00 ,21
37.76589579,-122.4233179,Mission,$109.00 ,0
37.76094677,-122.4087226,Mission,$120.00 ,0
37.76428759,-122.4127554,Mission,$169.00 ,13
37.75710636,-122.409627,Mission,$70.00 ,32
37.74912718,-122.4157362,Mission,$52.00 ,0
37.75335937,-122.4170714,Mission,$175.00 ,60
37.75742612,-122.4094099,Mission,$500.00 ,0
37.75541523,-122.4070269,Mission,$107.00 ,63
37.75808837,-122.4094916,Mission,$90.00 ,0
37.74913223,-122.4193964,Mission,$145.00 ,72
37.76529085,-122.4237807,Mission,$72.00 ,41
37.75817087,-122.4254617,Mission,$350.00 ,0
37.75381651,-122.4146223,Mission,$140.00 ,0
37.75175839,-122.4238845,Mission,$800.00 ,0
37.75838137,-122.4181447,Mission,"$1,666.00 ",0
37.75417568,-122.4117034,Mission,$75.00 ,0
37.76103118,-122.4231313,Mission,$129.00 ,76
37.76670126,-122.4199205,Mission,$198.00 ,0
